Register Name,Address,Hex Address,Chip,Family,Model Support,Width,Bits,Function,Access Type,Notes
COPJMP1,DFF088,$DFF088,AGNUS,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Coprocessor restart at 1st location,S,Write strobe
COPJMP2,DFF08A,$DFF08A,AGNUS,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Coprocessor restart at 2nd location,S,Write strobe
COPINS,DFF08C,$DFF08C,AGNUS,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Coprocessor inst fetch identify,S,Write strobe
DIWSTRT,DFF08E,$DFF08E,AGNUS,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,"Display window start (upper left vert,horiz pos)",W,
DIWSTOP,DFF090,$DFF090,AGNUS,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,"Display window stop (lower right vert,horiz pos)",W,
DDFSTRT,DFF092,$DFF092,AGNUS,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,"Display bit plane data fetch start,horiz pos",W,
DDFSTOP,DFF094,$DFF094,AGNUS,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,"Display bit plane data fetch stop,horiz pos",W,
DMACON,DFF096,$DFF096,AGNUS,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,DMA control write (clear or set),W,
CLXCON,DFF098,$DFF098,DENISE,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Collision control,W,
INTENA,DFF09A,$DFF09A,PAULA,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Interrupt enable bits (clear or set bits),W,
INTREQ,DFF09C,$DFF09C,PAULA,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Interrupt request bits (clear or set bits),W,
ADKCON,DFF09E,$DFF09E,PAULA,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,"Audio, disk,UART control",W,
AUD0LCH,DFF0A0,$DFF0A0,PAULA,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Audio channel 0 location (high 5 bits (OCS: 3 bits)),W,
AUD0LCL,DFF0A2,$DFF0A2,PAULA,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Audio channel 0 location (low 15 bits),W,
AUD0LEN,DFF0A4,$DFF0A4,PAULA,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Audio channel 0 length,W,
AUD0PER,DFF0A6,$DFF0A6,PAULA,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Audio channel 0 period,W,
AUD0VOL,DFF0A8,$DFF0A8,PAULA,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Audio channel 0 volume,W,
AUD0DAT,DFF0AA,$DFF0AA,PAULA,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Audio channel 0 data,W,
AUD1LCH,DFF0B0,$DFF0B0,PAULA,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Audio channel 1 location (high 5 bits (OCS: 3 bits)),W,
AUD1LCL,DFF0B2,$DFF0B2,PAULA,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Audio channel 1 location (low 15 bits),W,
AUD1LEN,DFF0B4,$DFF0B4,PAULA,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Audio channel 1 length,W,
AUD1PER,DFF0B6,$DFF0B6,PAULA,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Audio channel 1 period,W,
AUD1VOL,DFF0B8,$DFF0B8,PAULA,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Audio channel 1 volume,W,
AUD1DAT,DFF0BA,$DFF0BA,PAULA,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Audio channel 1 data,W,
AUD2LCH,DFF0C0,$DFF0C0,PAULA,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Audio channel 2 location (high 5 bits (OCS: 3 bits)),W,
AUD2LCL,DFF0C2,$DFF0C2,PAULA,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Audio channel 2 location (low 15 bits),W,
AUD2LEN,DFF0C4,$DFF0C4,PAULA,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Audio channel 2 length,W,
AUD2PER,DFF0C6,$DFF0C6,PAULA,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Audio channel 2 period,W,
AUD2VOL,DFF0C8,$DFF0C8,PAULA,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Audio channel 2 volume,W,
AUD2DAT,DFF0CA,$DFF0CA,PAULA,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Audio channel 2 data,W,
AUD3LCH,DFF0D0,$DFF0D0,PAULA,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Audio channel 3 location (high 5 bits (OCS: 3 bits)),W,
AUD3LCL,DFF0D2,$DFF0D2,PAULA,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Audio channel 3 location (low 15 bits),W,
AUD3LEN,DFF0D4,$DFF0D4,PAULA,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Audio channel 3 length,W,
AUD3PER,DFF0D6,$DFF0D6,PAULA,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Audio channel 3 period,W,
AUD3VOL,DFF0D8,$DFF0D8,PAULA,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Audio channel 3 volume,W,
AUD3DAT,DFF0DA,$DFF0DA,PAULA,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Audio channel 3 data,W,
BPL1PTH,DFF0E0,$DFF0E0,AGNUS,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Bitplane pointer 1 (high 5 bits (OCS: 3 bits)),W,
BPL1PTL,DFF0E2,$DFF0E2,AGNUS,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Bitplane pointer 1 (low 15 bits),W,
BPL2PTH,DFF0E4,$DFF0E4,AGNUS,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Bitplane pointer 2 (high 5 bits (OCS: 3 bits)),W,
BPL2PTL,DFF0E6,$DFF0E6,AGNUS,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Bitplane pointer 2 (low 15 bits),W,
BPL3PTH,DFF0E8,$DFF0E8,AGNUS,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Bitplane pointer 3 (high 5 bits (OCS: 3 bits)),W,
BPL3PTL,DFF0EA,$DFF0EA,AGNUS,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Bitplane pointer 3 (low 15 bits),W,
BPL4PTH,DFF0EC,$DFF0EC,AGNUS,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Bitplane pointer 4 (high 5 bits (OCS: 3 bits)),W,
BPL4PTL,DFF0EE,$DFF0EE,AGNUS,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Bitplane pointer 4 (low 15 bits),W,
BPL5PTH,DFF0F0,$DFF0F0,AGNUS,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Bitplane pointer 5 (high 5 bits (OCS: 3 bits)),W,
BPL5PTL,DFF0F2,$DFF0F2,AGNUS,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Bitplane pointer 5 (low 15 bits),W,
BPL6PTH,DFF0F4,$DFF0F4,AGNUS,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Bitplane pointer 6 (high 5 bits (OCS: 3 bits)),W,
BPL6PTL,DFF0F6,$DFF0F6,AGNUS,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Bitplane pointer 6 (low 15 bits),W,
BPL7PTH,DFF0F8,$DFF0F8,AGNUS,AGA,A1200/A4000/CD32,16,15-0,Bitplane pointer 7 (high 5 bits (OCS: 3 bits)),W,
BPL7PTL,DFF0FA,$DFF0FA,AGNUS,AGA,A1200/A4000/CD32,16,15-0,Bitplane pointer 7 (low 15 bits),W,
BPL8PTH,DFF0FC,$DFF0FC,AGNUS,AGA,A1200/A4000/CD32,16,15-0,Bitplane pointer 8 (high 5 bits (OCS: 3 bits)),W,
BPL8PTL,DFF0FE,$DFF0FE,AGNUS,AGA,A1200/A4000/CD32,16,15-0,Bitplane pointer 8 (low 15 bits),W,
BPLCON0,DFF100,$DFF100,DENISE,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Bitplane control (miscellaneous control bits),W,
BPLCON1,DFF102,$DFF102,DENISE,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Bitplane control (scroll value),W,
BPLCON2,DFF104,$DFF104,DENISE,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Bitplane control (video priority control),W,
BPLCON3,DFF106,$DFF106,DENISE,ECS/AGA,A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Bitplane control (enhanced features),W,
BPL1MOD,DFF108,$DFF108,AGNUS,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Bitplane modulo (odd planes),W,
BPL2MOD,DFF10A,$DFF10A,AGNUS,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Bitplane modulo (even planes),W,
BPLCON4,DFF10C,$DFF10C,DENISE,AGA,A1200/A4000/CD32,16,15-0,Bitplane control (bitplane and sprite-masks),W,
CLXCON2,DFF10E,$DFF10E,DENISE,AGA,A1200/A4000/CD32,16,15-0,Extended collision control,W,
BPL1DAT,DFF110,$DFF110,DENISE,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Bitplane 1 data (parallel to serial convert),W,
BPL2DAT,DFF112,$DFF112,DENISE,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Bitplane 2 data (parallel to serial convert),W,
BPL3DAT,DFF114,$DFF114,DENISE,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Bitplane 3 data (parallel to serial convert),W,
BPL4DAT,DFF116,$DFF116,DENISE,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Bitplane 4 data (parallel to serial convert),W,
BPL5DAT,DFF118,$DFF118,DENISE,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Bitplane 5 data (parallel to serial convert),W,
BPL6DAT,DFF11A,$DFF11A,DENISE,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Bitplane 6 data (parallel to serial convert),W,
BPL7DAT,DFF11C,$DFF11C,DENISE,AGA,A1200/A4000/CD32,16,15-0,Bitplane 7 data (parallel to serial convert),W,
BPL8DAT,DFF11E,$DFF11E,DENISE,AGA,A1200/A4000/CD32,16,15-0,Bitplane 8 data (parallel to serial convert),W,
SPR0PTH,DFF120,$DFF120,AGNUS,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Sprite 0 pointer (high 5 bits (OCS: 3 bits)),W,
SPR0PTL,DFF122,$DFF122,AGNUS,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Sprite 0 pointer (low 15 bits),W,
SPR1PTH,DFF124,$DFF124,AGNUS,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Sprite 1 pointer (high 5 bits (OCS: 3 bits)),W,
SPR1PTL,DFF126,$DFF126,AGNUS,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Sprite 1 pointer (low 15 bits),W,
SPR2PTH,DFF128,$DFF128,AGNUS,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Sprite 2 pointer (high 5 bits (OCS: 3 bits)),W,
SPR2PTL,DFF12A,$DFF12A,AGNUS,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Sprite 2 pointer (low 15 bits),W,
SPR3PTH,DFF12C,$DFF12C,AGNUS,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Sprite 3 pointer (high 5 bits (OCS: 3 bits)),W,
SPR3PTL,DFF12E,$DFF12E,AGNUS,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Sprite 3 pointer (low 15 bits),W,
SPR4PTH,DFF130,$DFF130,AGNUS,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Sprite 4 pointer (high 5 bits (OCS: 3 bits)),W,
SPR4PTL,DFF132,$DFF132,AGNUS,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Sprite 4 pointer (low 15 bits),W,
SPR5PTH,DFF134,$DFF134,AGNUS,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Sprite 5 pointer (high 5 bits (OCS: 3 bits)),W,
SPR5PTL,DFF136,$DFF136,AGNUS,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Sprite 5 pointer (low 15 bits),W,
SPR6PTH,DFF138,$DFF138,AGNUS,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Sprite 6 pointer (high 5 bits (OCS: 3 bits)),W,
SPR6PTL,DFF13A,$DFF13A,AGNUS,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Sprite 6 pointer (low 15 bits),W,
SPR7PTH,DFF13C,$DFF13C,AGNUS,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Sprite 7 pointer (high 5 bits (OCS: 3 bits)),W,
SPR7PTL,DFF13E,$DFF13E,AGNUS,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Sprite 7 pointer (low 15 bits),W,
SPR0POS,DFF140,$DFF140,DENISE,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,"Sprite 0 vert,horiz start pos data",W,
SPR0CTL,DFF142,$DFF142,DENISE,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Sprite 0 position and control data,W,
SPR0DATA,DFF144,$DFF144,DENISE,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Sprite 0 image data register A,W,
SPR0DATB,DFF146,$DFF146,DENISE,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Sprite 0 image data register B,W,
SPR1POS,DFF148,$DFF148,DENISE,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,"Sprite 1 vert,horiz start pos data",W,
SPR1CTL,DFF14A,$DFF14A,DENISE,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Sprite 1 position and control data,W,
SPR1DATA,DFF14C,$DFF14C,DENISE,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Sprite 1 image data register A,W,
SPR1DATB,DFF14E,$DFF14E,DENISE,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Sprite 1 image data register B,W,
SPR2POS,DFF150,$DFF150,DENISE,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,"Sprite 2 vert,horiz start pos data",W,
SPR2CTL,DFF152,$DFF152,DENISE,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Sprite 2 position and control data,W,
SPR2DATA,DFF154,$DFF154,DENISE,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Sprite 2 image data register A,W,
SPR2DATB,DFF156,$DFF156,DENISE,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,Sprite 2 image data register B,W,
SPR3POS,DFF158,$DFF158,DENISE,OCS/ECS/AGA,A1000/A500_OCS/A500_FAT_OCS/A2000_OCS/A2000_FAT/CDTV/A500_ECS/A500_PLUS/A600/A2000_ECS/A3000/A1200/A4000/CD32,16,15-0,"Sprite 3 vert,horiz start pos data",W,
